date;title;organ;url;content_preview;query_label;type;relevance;position_level;target_organ;expertise_match
22/06/2026;PORTARIA IPEA Nº 129, DE 19 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portaria-ipea-n-129-de-19-de-junho-de-2026-713648991;"Brasão do Brasil
Diário Oficial da União
Publicado em:
22/06/2026
|
Edição:
114
|
Seção: 2
|
Página:
47
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIA IPEA Nº 129, DE 19 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso de suas atribuições que lhe são conferidas pelo art. 18 do Decreto n.º 11.194, de 08 de setembro de 2022, e competência que lhe foi subdelegada pelo art. 5º da Portaria GM/MPO n.º 26, de 02 de março de 2023; e nos termos do decreto n° 9.991, de 28 de agosto de 2019 e suas alterações, e considerando o que consta dos autos do processo administrativo n.º 03001.001788/2026-05, resolve:
Autorizar o Afastamento do País do servidor Fábio Véras Soares, ocupante do cargo de Técnico de Planejamento e Pesquisa, matrícula Siape nº XX990XX, em exercício na Diretoria de Estudos Internacionais - DINTE do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar das conferências: ""Sustainabilty Cooperation - Beyond 2030 - Ways for a messy word"" e ""Hamburg Sustainability Conference"", no período de 23 de junho a 1º de julho de 2026, em Bonn e Hamburgo/Alemanha, incluído trânsito, com ônus limitado.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
22/06/2026;PORTARIA IPEA Nº 128, DE 18 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portaria-ipea-n-128-de-18-de-junho-de-2026-713648856;"Brasão do Brasil
Diário Oficial da União
Publicado em:
22/06/2026
|
Edição:
114
|
Seção: 2
|
Página:
47
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIA IPEA Nº 128, DE 18 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso de suas atribuições que lhe são conferidas pelo art. 18 do Decreto n.º 11.194, de 08 de setembro de 2022, e competência que lhe foi subdelegada pelo art. 5º da Portaria GM/MPO n.º 26, de 02 de março de 2023; e nos termos do decreto n° 9.991, de 28 de agosto de 2019 e suas alterações, e considerando o que consta dos autos do processo administrativo n.º 03001.001225/2026-17, resolve:
Autorizar o Afastamento do País do servidor Bruno Queiroz Cunha, ocupante do cargo de Especialista em Políticas Pública e Gestão Governamental - EPPGG, matrícula Siape nº *549*, em exercício na Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia (DIEST) do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar da ""Conferência 2026 da SASE (Society for the Advancement of Socio-Economics)"", no período de 29 de junho a 05 de julho de 2026, em Bourdeaux/França, incluído trânsito, com ônus limitado.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
26/06/2026;PORTARIA IPEA Nº 143, DE 25 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portaria-ipea-n-143-de-25-de-junho-de-2026-714786448;"Brasão do Brasil
Diário Oficial da União
Publicado em:
26/06/2026
|
Edição:
118
|
Seção: 2
|
Página:
72
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIA IPEA Nº 143, DE 25 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso das atribuições que lhe são conferidas pelo Art. 18 do Decreto nº 11.194, de 08 de setembro de 2022, e considerando o que consta dos autos do processo administrativo nº 03001.001997/2026-41, resolve:
Designar o servidor DANIEL HERSZENHUT MEIRELLES SANTOS, Matrícula SIAPE nº XX225XX, para, excepcionalmente, em virtude de ausência de titular e de substituto, responder pelas atribuições de Coordenador de Portais de Dados - COPD, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 18 de junho de 2026 a 17 agosto de 2026.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
26/06/2026;PORTARIA IPEA Nº 138, DE 25 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portaria-ipea-n-138-de-25-de-junho-de-2026-714782562;"Brasão do Brasil
Diário Oficial da União
Publicado em:
26/06/2026
|
Edição:
118
|
Seção: 2
|
Página:
71
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIA IPEA Nº 138, DE 25 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso das atribuições que lhe são conferidas pelo Art. 18 do Decreto nº 11.194, de 08 de setembro de 2022, e considerando o que consta dos autos do processo administrativo nº 03001.001994/2026-15, resolve:
Designar o servidor CLÉBER DOS SANTOS GONÇALVES, Matrícula SIAPE nº XX202XX, para exercer a função comissionada de Chefe da Divisão de Eventos e Cerimonial - DVENC, código FCE 1.07, da Coordenação de Comunicação Institucional - COCIN, da Coordenação-Geral de Imprensa e Comunicação Social - CGCOM, do Instituto de Pesquisa Econômica Aplicada - IPEA.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
26/06/2026;PORTARIA IPEA Nº 134, DE 25 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portaria-ipea-n-134-de-25-de-junho-de-2026-714774700;"Brasão do Brasil
Diário Oficial da União
Publicado em:
26/06/2026
|
Edição:
118
|
Seção: 2
|
Página:
71
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIA IPEA Nº 134, DE 25 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso das atribuições que lhe são conferidas pelo Art. 18 do Decreto nº 11.194, de 08 de setembro de 2022; e tendo em vista o disposto na Portaria GM/MPO nº 26, de 2 de março de 2023 e no processo administrativo nº 03001.002039/2026-97, resolve:
Designar a servidora JUNE CORRÊA BORGES SCAFUTO, Matrícula SIAPE nº XX567XX, para a função comissionada executiva de Chefe da Divisão de Capacitação - DVCAP, código FCE 1.07, da Coordenação de Capacitação e Desenvolvimento de Pessoas - CODEP, da Coordenação-Geral de Gestão de Pessoas - CGPES, da Diretoria de Desenvolvimento Institucional - DIDES , do Instituto de Pesquisa Econômica Aplicada - IPEA.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
26/06/2026;PORTARIA IPEA Nº 142, DE 25 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portaria-ipea-n-142-de-25-de-junho-de-2026-714772885;"Brasão do Brasil
Diário Oficial da União
Publicado em:
26/06/2026
|
Edição:
118
|
Seção: 2
|
Página:
72
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIA IPEA Nº 142, DE 25 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso das atribuições que lhe são conferidas pelo Art. 18 do Decreto nº 11.194, de 08 de setembro de 2022, e considerando o que consta dos autos do processo administrativo nº 03001.001867/2026-16, resolve:
Designar o servidor ANTONIO TEIXEIRA LIMA JUNIOR, Matrícula SIAPE nº XX046XX, para exercer a função comissionada de Chefe de Projeto II, código FCE 3.07, da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
26/06/2026;PORTARIA IPEA Nº 141, DE 25 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portaria-ipea-n-141-de-25-de-junho-de-2026-714765504;"Brasão do Brasil
Diário Oficial da União
Publicado em:
26/06/2026
|
Edição:
118
|
Seção: 2
|
Página:
71
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIA IPEA Nº 141, DE 25 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso das atribuições que lhe são conferidas pelo Art. 18 do Decreto nº 11.194, de 08 de setembro de 2022, e considerando o que consta dos autos do processo administrativo nº 03001.001924/2026-59, resolve:
Designar o servidor CARLOS ROBERTO NOGUEIRA DOS SANTOS, Matrícula SIAPE nº XX956XX, para exercer a função comissionada de Assistente de Protocolo, código FCE 2.01, da Divisão de Informação, Conhecimento e Documentação - DVICD, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
26/06/2026;PORTARIAS IPEA DE 25 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portarias-ipea-de-25-de-junho-de-2026-714758752;"Brasão do Brasil
Diário Oficial da União
Publicado em:
26/06/2026
|
Edição:
118
|
Seção: 2
|
Página:
71
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIAS IPEA DE 25 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso das atribuições que lhe são conferidas pelo Art. 18 do Decreto nº 11.194, de 08 de setembro de 2022; e tendo em vista o disposto na Portaria GM/MPO nº 26, de 2 de março de 2023 e no processo administrativo nº 03001.001940/2026-41, resolve:
N° 139 - Dispensar o servidor GLAUCO AVELINO SAMPAIO OLIVEIRA, Matrícula SIAPE n° XX071XX, do encargo de substituto eventual da Coordenadora de Financiamento Internacional para o Desenvolvimento Sustentável - CFIDS, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA.
N° 140 - Designar a servidora THAÍSE KEMER, Matrícula SIAPE nº XX983XX, para o encargo de substituta eventual da Coordenadora de Financiamento Internacional para Desenvolvimento Sustentável - CFIDS, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares da titular.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
26/06/2026;PORTARIAS IPEA DE 25 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portarias-ipea-de-25-de-junho-de-2026-714749222;"Brasão do Brasil
Diário Oficial da União
Publicado em:
26/06/2026
|
Edição:
118
|
Seção: 2
|
Página:
71
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIAS IPEA DE 25 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso das atribuições que lhe são conferidas pelo Art. 18 do Decreto nº 11.194, de 08 de setembro de 2022; e tendo em vista o disposto na Portaria GM/MPO nº 26, de 2 de março de 2023 e no processo administrativo nº 03001.002038/2026-42, resolve:
Nº 132 - Dispensar o servidor LUIS CARLOS DE SENA, Matrícula SIAPE n° XX410XX, da função comissionada de Chefe da Divisão de Cadastro - DVCAD, código FCE 1.07, da Coordenação de Administração de Pessoal - COADP, da Coordenação-Geral de Gestão de Pessoas - CGPES, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA.
Nº 133 - Designar a servidora ANE TEREZA DA SILVA SANTOS, Matrícula SIAPE nº XX904XX, para a função comissionada de Chefe da Divisão de Cadastro - DVCAD, código FCE 1.07, da Coordenação de Administração de Pessoal - COADP, da Coordenação-Geral de Gestão de Pessoas - CGPES, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA, ficando dispensada da função comissionada que atualmente ocupa.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
26/06/2026;PORTARIA IPEA N° 137, DE 25 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portaria-ipea-n-137-de-25-de-junho-de-2026-714732927;"Brasão do Brasil
Diário Oficial da União
Publicado em:
26/06/2026
|
Edição:
118
|
Seção: 2
|
Página:
71
Órgão:
Ministério do Planejamento e Orçamento/Instituto de Pesquisa Econômica Aplicada
PORTARIA IPEA N° 137, DE 25 DE JUNHO DE 2026
A PRESIDENTA DO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, no uso das atribuições que lhe são conferidas pelo Art. 18 do Decreto nº 11.194, de 08 de setembro de 2022, e considerando o que consta dos autos do processo administrativo nº 03001.001872/2026-11, resolve:
Designar a servidora CAMILA MATA MACHADO SOARES, Matrícula SIAPE nº XX388XX, para exercer a função comissionada de Coordenadora de Avaliação de Políticas Públicas - COAPP, código FCE 1.10, da Coordenação-Geral de Planejamento e Articulação Institucional - CGPLA, do Instituto de Pesquisa Econômica Aplicada - IPEA.
LUCIANA MENDES SANTOS SERVO
Este conteúdo não substitui o publicado na versão certificada.
Borda do rodapé
Logo da Imprensa";IPEA Pessoal;skip;3;;True;
